country_or_area,year,value,category
Finland,2009,11.58387444778,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1994,5783.90634134274,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2004,427912.423607696,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2006,94.2785958829561,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,2007,134852.84227531,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2008,4907.41299784659,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Denmark,2008,50935.6715289027,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,1996,90826.2998976041,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2004,49170.3376894348,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2001,7140899.14134197,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Lithuania,2005,5069.49334461018,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2009,537889.892623617,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Belarus,1993,103951.525256019,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,1998,81770.8395563128,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Iceland,1996,488.423585792905,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2006,111.15898608367,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Hungary,1996,78015.9644529897,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2014,20.604916295051,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,2008,41681.6457531807,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2000,11873.1098813579,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Finland,1990,0.024024986,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2010,12373.1196290852,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2002,14091.9237338679,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,2000,199.209344,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Estonia,1993,1.38651645,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1990,10.8571660758976,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2013,57553.8333024652,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Hungary,2007,121.163348029308,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Czech Republic,1999,15771.0192915883,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1996,5886.29683034134,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1993,0.44948334885335,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Greece,1990,190.2597858,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Austria,1993,235.26478656483,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2005,0.07989384,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Czech Republic,2002,15.4309141736833,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Malta,1995,0.0018847686,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2013,19.721565841944,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Slovenia,1998,19520.3865901311,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2000,56512.0748224093,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2006,1256.28851852255,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Hungary,1998,76067.0556888398,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,1996,602.197276576914,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
European Union,2001,52032.5931241372,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1995,579.817229059092,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ireland,1999,67141.7469205449,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2005,385.150147481808,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Hungary,2012,60106.8999728075,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United States of America,1992,6448677.15402554,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Cyprus,1999,0.0651495636,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1991,3.88944,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2007,19995.2227035279,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2000,1504182.72891476,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2010,366.27191,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,1995,234.321873164864,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1994,3255.22420980715,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2011,218.605194588658,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2005,24516.8073100251,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2003,7.687775322048,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ireland,2014,36559.0685812916,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1999,0.30717991638,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
New Zealand,1998,72205.1448935392,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Latvia,2013,11435.7719892041,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2004,9318.58072048247,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2000,417116.544673865,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,1997,18.3595783062778,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2002,1727.62315282097,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Germany,1994,1124257.53296309,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Austria,2005,79588.5018807541,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2010,22186.5355473653,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,1992,106017.53859281,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,2010,1162.5744643025,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,2003,1033727.65586751,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Japan,1994,1358267.67798852,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,2010,4676.58281741075,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,1999,15353.0714374852,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,1993,2401.59077113631,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ireland,1994,61.950870086124,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
European Union,2013,237361.491847545,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2010,90.1461081643513,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2008,54.687742983168,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Sweden,2001,7126.72343791621,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Iceland,2007,3236.89533653359,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2014,18599.1790231,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Iceland,1995,540.029936360099,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,2012,781.002250751342,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,1995,15129.7925232797,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2006,118056.262911877,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2005,345231.79488074,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,2001,20010.7197823299,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Sweden,1991,437.694509410139,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2001,83843.3292797417,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Japan,2007,16707.0682779207,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Czech Republic,1990,23315.0467690008,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,1993,705376.575954999,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,2002,4.0584,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1993,75988.2270431512,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,2004,4927.91153024745,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Canada,2005,5677.87853198177,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2008,18219.7304323115,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2001,271.453693526235,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2000,5422.7427246162,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1992,137621.814117708,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2007,171.602386325892,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Estonia,2005,134.958268474771,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,2009,1.10375e-06,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,1990,60398.2006818267,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,2006,83696.7494402892,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Belgium,2005,144803.082030313,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Sweden,2010,5053.50648604708,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2007,4.54037826540194,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Malta,2011,185.964580851034,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2010,66694.9389076353,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,1999,3944.16097234411,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Luxembourg,2007,265.596040937961,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1994,593.2225696,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2011,8.98846362308126,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2006,20224.6064878925,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,2012,7.4276,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2005,88584.4251282468,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Poland,1991,462432.787739736,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2011,4.22511080256166,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,1993,66951.8882312991,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,2009,296617.991048484,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,2008,33.83052845214,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,1999,40.9869783633625,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,2004,1713.84870550831,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1997,10243.9756037277,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Belarus,2007,88920.641948088,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,1998,1345840.23839735,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Estonia,2002,1229.78306528844,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,2003,20.7159953436,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Croatia,2000,2387.67171742591,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1993,17842.7146185912,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,1991,4745.87876928,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,2000,80429.3433929845,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Belgium,2009,145.921106681532,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Turkey,1996,44230.7805542568,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,1992,0.307113224,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
New Zealand,1998,8032.43338060887,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,2010,17833.779609149,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1995,43.481083627964,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Hungary,1999,5283.623978354,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2006,1377861.93887303,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2012,3436.3283067772,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Greece,2012,4912.05579470615,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2007,224.05726098503,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Finland,2011,56478.7455886964,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2008,266.24555421838,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Norway,1993,703.761416237808,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Czech Republic,1998,7694.96090306874,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,2002,128160.998223235,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Belgium,1995,2914.28531,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Estonia,2006,619.029068386866,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,2013,82910.6259583055,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1993,55689.2829100671,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Portugal,2000,16.612891500108,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Greece,2008,131199.951864063,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1994,153.227496,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Monaco,2004,102.042738918889,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Poland,2008,329338.171084879,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,1995,693.369077173043,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Poland,2001,22430.6792882544,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1999,4139002.99479822,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Luxembourg,1999,8914.06739800964,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,1994,151882.372526596,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1996,6049.61100679276,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1997,5749.457734349,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2013,1311509.14921749,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,1993,3315.52837602798,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,1991,5644.46714535688,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1999,271357.95510034,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,1999,549495.230489239,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
European Union,2013,458525.673635933,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,1993,0.72557471173243,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
European Union,1995,16805.5400569795,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1991,96.1472045795796,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2010,9.710033472852,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Denmark,1998,56.867719693248,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Sweden,2006,6455.72723390608,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2001,2334066.89048283,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2011,12594.3956182384,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2004,977.4001705905,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Hungary,1999,76610.4957421574,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2002,96.60038738008,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Lithuania,2014,5.9760396,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Canada,1996,690743.642261192,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
European Union,1991,5558236.55630064,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,1993,63174.9783732307,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2009,1162606.19176432,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,1995,7961.71323528806,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,2006,11911.3659591043,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Japan,2008,1235455.81022118,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1992,1.42229023836975,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1998,331944.081021336,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2002,108309.143527509,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2011,65857.6040846686,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2010,231.232479950203,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,2003,19878.2471571766,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,1996,2.09337225,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Spain,2009,365530.282570271,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,1992,414955.076785321,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1991,11459.0579878801,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Switzerland,1991,55253.5749211084,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,1992,86.3541802716,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
European Union,1999,13770.4398105343,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2002,18.15670527642,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Finland,2002,64946.4682059915,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,1992,34833.2478178252,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2009,7229.43055480784,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Australia,2013,526882.667266593,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,1997,8506.80196089025,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Luxembourg,1991,13396.876182352,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1998,20075.1479882644,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2010,2815.09250730482,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1995,0.416466,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Estonia,2004,119.327334223453,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Estonia,2005,16330.7338304477,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,1991,7506.92208816063,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2003,8170.36093589273,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Greece,2009,103969.78429385,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,1999,11251.338762214,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2000,14.9078076117927,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
