game_id,player_id,points,assists,rebounds,game_date
G8452,P8452,12,8,0,2023-05-30
G8453,P8453,8,8,13,2023-08-11
G8454,P8454,27,2,11,2023-06-15
G8455,P8455,25,11,8,2023-04-18
G8456,P8456,38,2,1,2023-08-29
G8457,P8457,20,9,4,2023-07-07
G8458,P8458,29,1,20,2023-09-03
G8459,P8459,28,0,17,2023-11-16
G8460,P8460,5,11,18,2023-12-19
G8461,P8461,43,15,4,2023-04-03
G8462,P8462,19,15,16,2023-09-08
G8463,P8463,10,9,2,2023-10-23
G8464,P8464,30,9,0,2023-10-31
G8465,P8465,27,6,15,2023-05-01
G8466,P8466,50,3,1,2023-11-13
G8467,P8467,15,10,20,2023-01-29
G8468,P8468,44,0,18,2023-07-09
G8469,P8469,35,11,13,2023-12-14
G8470,P8470,44,15,1,2023-11-17
G8471,P8471,6,7,19,2023-03-14
G8472,P8472,38,3,14,2023-09-20
G8473,P8473,1,11,12,2023-04-24
G8474,P8474,22,2,18,2023-11-23
G8475,P8475,43,8,2,2023-01-08
G8476,P8476,11,12,16,2023-11-16
G8477,P8477,25,14,0,2023-07-02
G8478,P8478,3,0,11,2023-11-22
G8479,P8479,20,11,5,2023-07-15
G8480,P8480,47,7,15,2023-05-17
G8481,P8481,35,10,18,2023-07-27
G8482,P8482,22,14,7,2023-02-28
G8483,P8483,38,1,17,2023-11-20
G8484,P8484,18,10,4,2023-08-16
G8485,P8485,41,3,9,2023-03-04
G8486,P8486,16,2,2,2023-05-13
G8487,P8487,25,7,9,2023-12-02
G8488,P8488,35,5,14,2023-02-21
G8489,P8489,39,2,2,2023-05-23
G8490,P8490,49,11,15,2023-04-25
G8491,P8491,29,6,19,2023-02-04
G8492,P8492,38,0,8,2023-09-09
G8493,P8493,15,10,11,2023-03-10
G8494,P8494,18,15,13,2023-01-28
G8495,P8495,2,3,0,2023-07-09
G8496,P8496,19,4,2,2023-05-05
G8497,P8497,30,2,19,2023-07-22
G8498,P8498,47,15,5,2023-03-02
G8499,P8499,32,2,4,2023-11-25
G8500,P8500,13,6,2,2023-11-07
G8501,P8501,3,0,4,2023-02-28
G8502,P8502,20,2,2,2023-03-29
G8503,P8503,32,2,15,2023-02-13
G8504,P8504,16,11,11,2023-05-20
G8505,P8505,22,12,10,2023-06-12
G8506,P8506,8,10,8,2023-10-09
G8507,P8507,41,10,9,2023-09-23
G8508,P8508,20,14,13,2023-08-13
G8509,P8509,4,4,8,2023-05-20
G8510,P8510,19,13,14,2023-08-31
G8511,P8511,19,6,4,2023-09-07
G8512,P8512,48,0,18,2023-11-04
G8513,P8513,5,11,13,2023-05-27
G8514,P8514,25,2,16,2023-03-30
G8515,P8515,22,11,19,2023-01-16
G8516,P8516,23,1,9,2023-08-19
G8517,P8517,32,14,11,2023-03-03
G8518,P8518,16,7,15,2023-01-08
G8519,P8519,7,7,14,2023-02-15
G8520,P8520,50,11,15,2023-02-26
G8521,P8521,17,1,11,2023-09-16
G8522,P8522,8,4,9,2023-11-02
G8523,P8523,21,1,0,2023-10-19
G8524,P8524,47,1,19,2023-04-14
G8525,P8525,11,15,2,2023-05-16
G8526,P8526,7,7,12,2023-05-31
G8527,P8527,39,1,19,2023-09-07
G8528,P8528,13,12,1,2023-07-31
G8529,P8529,5,1,2,2023-09-22
G8530,P8530,20,10,14,2023-03-30
G8531,P8531,5,10,12,2023-01-09
G8532,P8532,27,9,18,2023-09-21
G8533,P8533,29,2,9,2023-11-07
G8534,P8534,6,8,11,2023-12-08
G8535,P8535,44,8,18,2023-11-03
G8536,P8536,32,9,14,2023-01-05
G8537,P8537,38,9,13,2023-12-28
G8538,P8538,25,0,5,2023-06-07
G8539,P8539,4,5,15,2023-11-19
G8540,P8540,25,9,12,2023-06-20
G8541,P8541,21,5,9,2023-02-02
G8542,P8542,7,9,6,2023-03-27
G8543,P8543,41,15,12,2023-10-09
G8544,P8544,18,0,6,2023-02-11
G8545,P8545,44,11,1,2023-08-12
G8546,P8546,11,12,9,2023-01-19
G8547,P8547,1,10,16,2023-08-16
G8548,P8548,6,12,6,2023-08-27
G8549,P8549,14,5,14,2023-05-06
G8550,P8550,23,5,5,2023-05-11
G8551,P8551,12,12,0,2023-05-29
G8552,P8552,44,3,10,2023-03-09
G8553,P8553,40,14,0,2023-06-20
G8554,P8554,5,2,2,2023-07-27
G8555,P8555,40,1,17,2023-06-27
G8556,P8556,43,7,6,2023-02-16
G8557,P8557,38,4,3,2023-11-01
G8558,P8558,10,13,15,2023-07-03
G8559,P8559,8,12,8,2023-01-11
G8560,P8560,37,6,7,2023-03-24
G8561,P8561,22,5,20,2023-06-05
G8562,P8562,17,15,1,2023-02-12
G8563,P8563,46,3,5,2023-08-09
G8564,P8564,28,3,7,2023-11-05
G8565,P8565,9,2,3,2023-06-04
G8566,P8566,34,13,0,2023-06-25
G8567,P8567,1,9,11,2023-03-20
G8568,P8568,7,15,19,2023-02-02
G8569,P8569,34,8,13,2023-09-04
G8570,P8570,40,0,1,2023-06-05
G8571,P8571,3,9,4,2023-04-04
G8572,P8572,23,4,16,2023-11-08
G8573,P8573,5,2,7,2023-12-11
G8574,P8574,34,2,13,2023-10-26
G8575,P8575,22,4,0,2023-09-02
G8576,P8576,5,5,17,2023-05-03
G8577,P8577,46,1,5,2023-02-15
G8578,P8578,45,6,4,2023-04-12
G8579,P8579,46,7,11,2023-08-06
G8580,P8580,3,1,3,2023-06-18
G8581,P8581,13,14,7,2023-04-27
G8582,P8582,41,13,15,2023-07-28
G8583,P8583,6,9,20,2023-03-29
G8584,P8584,35,5,15,2023-01-25
G8585,P8585,12,10,12,2023-03-18
G8586,P8586,23,6,8,2023-03-18
G8587,P8587,40,1,2,2023-03-31
G8588,P8588,43,2,7,2023-03-15
G8589,P8589,8,15,4,2023-10-25
G8590,P8590,10,15,16,2023-10-31
G8591,P8591,5,1,17,2023-04-22
G8592,P8592,25,9,8,2023-03-29
G8593,P8593,35,15,19,2023-09-24
G8594,P8594,13,6,11,2023-09-18
G8595,P8595,44,1,2,2023-07-30
G8596,P8596,44,1,2,2023-07-30
G8597,P8597,11,13,9,2023-09-24
G8598,P8598,50,2,0,2023-08-18
G8599,P8599,20,14,10,2023-10-02
G8600,P8600,28,10,16,2023-07-22
G8601,P8601,37,15,3,2023-10-24
G8602,P8602,15,11,15,2023-08-07
G8603,P8603,6,9,20,2023-07-11
G8604,P8604,39,1,7,2023-09-17
G8605,P8605,31,9,19,2023-02-12
G8606,P8606,29,3,7,2023-10-12
G8607,P8607,14,0,9,2023-01-22
G8608,P8608,20,10,11,2023-12-03
G8609,P8609,37,6,1,2023-03-10
G8610,P8610,8,8,12,2023-12-22
G8611,P8611,42,5,4,2023-04-13
G8612,P8612,46,7,8,2023-02-10
G8613,P8613,8,13,7,2023-11-06
G8614,P8614,34,11,3,2023-09-19
G8615,P8615,35,1,12,2023-01-15
G8616,P8616,12,4,1,2023-10-03
G8617,P8617,50,13,13,2023-06-17
G8618,P8618,7,9,16,2023-04-05
G8619,P8619,32,8,16,2023-02-07
G8620,P8620,14,5,11,2023-03-09
G8621,P8621,48,5,9,2023-05-20
G8622,P8622,49,5,6,2023-06-21
G8623,P8623,35,6,4,2023-02-07
G8624,P8624,11,14,5,2023-05-07
G8625,P8625,29,6,8,2023-12-21
G8626,P8626,19,2,18,2023-03-12
G8627,P8627,38,9,3,2023-05-08
G8628,P8628,34,4,16,2023-07-06
G8629,P8629,12,3,7,2023-08-09
G8630,P8630,49,12,3,2023-01-30
G8631,P8631,13,4,19,2023-04-19
G8632,P8632,44,13,19,2023-12-19
G8633,P8633,33,12,9,2024-01-01
G8634,P8634,0,4,8,2023-10-12
G8635,P8635,3,4,17,2023-03-19
G8636,P8636,30,13,4,2023-01-17
G8637,P8637,4,6,16,2023-01-12
G8638,P8638,7,7,12,2023-03-24
G8639,P8639,50,9,13,2023-10-24
G8640,P8640,24,7,14,2023-05-22
G8641,P8641,47,12,3,2023-07-04
G8642,P8642,23,13,17,2023-10-04
G8643,P8643,4,13,2,2023-08-30
G8644,P8644,40,5,8,2023-01-02
G8645,P8645,33,14,11,2023-11-26
G8646,P8646,22,6,6,2023-06-01
G8647,P8647,6,6,2,2023-12-28
G8648,P8648,15,14,17,2023-08-20
G8649,P8649,24,12,14,2023-08-23
G8650,P8650,37,12,13,2023-04-10
G8651,P8651,10,7,9,2023-05-21
G8652,P8652,44,8,3,2023-04-18
G8653,P8653,50,11,18,2023-03-19
G8654,P8654,49,13,1,2023-04-04
G8655,P8655,47,0,2,2023-03-14
G8656,P8656,8,11,4,2023-07-19
G8657,P8657,18,7,11,2024-01-01
G8658,P8658,14,5,7,2023-10-17
G8659,P8659,1,0,0,2023-02-04
G8660,P8660,23,10,7,2023-07-06
G8661,P8661,23,0,7,2023-05-06
G8662,P8662,22,5,7,2023-08-26
G8663,P8663,43,6,19,2023-01-09
G8664,P8664,23,10,10,2023-12-18
G8665,P8665,15,11,12,2023-02-04
G8666,P8666,36,7,7,2023-09-05
G8667,P8667,0,15,0,2023-10-07
G8668,P8668,1,15,9,2023-01-31
G8669,P8669,7,13,20,2023-02-25
G8670,P8670,47,13,3,2023-01-07
G8671,P8671,40,7,19,2023-05-03
G8672,P8672,2,14,8,2023-04-13
G8673,P8673,30,0,11,2023-03-07
G8674,P8674,31,6,16,2023-04-07
G8675,P8675,43,0,6,2023-12-22
G8676,P8676,48,5,5,2023-10-22
G8677,P8677,29,5,13,2023-10-14
G8678,P8678,48,1,1,2023-11-14
G8679,P8679,18,4,14,2023-06-27
G8680,P8680,13,11,10,2023-10-07
G8681,P8681,35,1,3,2023-10-16
G8682,P8682,19,5,5,2023-01-16
G8683,P8683,7,15,13,2023-04-29
G8684,P8684,1,13,2,2023-04-06
G8685,P8685,28,8,1,2023-08-08
G8686,P8686,36,6,16,2023-08-04
G8687,P8687,12,3,19,2023-10-11
G8688,P8688,14,0,10,2023-04-03
G8689,P8689,30,0,4,2023-03-25
G8690,P8690,30,4,17,2023-01-06
G8691,P8691,43,14,10,2023-06-26
G8692,P8692,33,9,6,2024-01-01
G8693,P8693,11,9,6,2023-09-20
G8694,P8694,26,9,0,2023-05-26
G8695,P8695,14,3,4,2023-08-07
G8696,P8696,45,13,11,2023-02-07
G8697,P8697,38,2,13,2023-10-15
G8698,P8698,48,6,0,2023-09-26
G8699,P8699,1,7,18,2023-06-05
G8700,P8700,46,5,11,2023-02-18
G8701,P8701,7,15,4,2023-03-02
G8702,P8702,26,5,9,2023-08-17
G8703,P8703,4,12,10,2023-05-28
G8704,P8704,18,10,14,2023-03-24
G8705,P8705,28,4,4,2023-06-09
G8706,P8706,34,1,4,2023-11-21
G8707,P8707,6,9,16,2023-08-31
G8708,P8708,0,13,6,2023-04-09
G8709,P8709,17,13,1,2023-02-12
G8710,P8710,2,5,20,2023-12-11
G8711,P8711,1,14,5,2023-09-04
G8712,P8712,28,10,8,2023-12-03
G8713,P8713,10,3,2,2023-06-06
G8714,P8714,0,6,0,2023-10-03
G8715,P8715,13,0,7,2023-10-19
G8716,P8716,33,2,17,2023-06-06
G8717,P8717,17,0,16,2023-05-22
G8718,P8718,13,6,2,2023-02-06
G8719,P8719,47,9,20,2023-02-17
G8720,P8720,10,3,20,2023-11-27
G8721,P8721,40,12,17,2023-07-10
G8722,P8722,6,8,6,2023-01-05
G8723,P8723,26,10,8,2023-02-06
G8724,P8724,30,14,19,2023-03-30
G8725,P8725,48,15,0,2023-07-16
G8726,P8726,35,3,13,2023-04-21
G8727,P8727,13,10,19,2023-02-03
G8728,P8728,44,15,3,2023-05-18
G8729,P8729,49,4,4,2023-05-20
G8730,P8730,7,12,7,2023-11-17
G8731,P8731,13,2,12,2023-02-27
G8732,P8732,47,3,3,2023-06-13
G8733,P8733,22,14,0,2023-03-13
G8734,P8734,0,5,18,2023-12-09
G8735,P8735,33,6,7,2023-03-26
G8736,P8736,25,9,14,2023-02-25
G8737,P8737,17,11,3,2023-01-09
G8738,P8738,41,15,8,2023-03-13
G8739,P8739,38,10,3,2023-10-03
G8740,P8740,43,15,3,2023-11-26
G8741,P8741,21,6,5,2023-07-31
G8742,P8742,41,14,2,2023-11-18
G8743,P8743,10,8,2,2023-06-21
G8744,P8744,10,0,14,2023-03-30
G8745,P8745,15,6,2,2023-05-15
G8746,P8746,37,0,0,2023-06-04
G8747,P8747,12,15,9,2023-02-16
G8748,P8748,3,10,13,2023-07-28
G8749,P8749,26,1,8,2023-07-24
G8750,P8750,24,7,17,2023-08-12
G8751,P8751,20,9,6,2023-04-02
G8752,P8752,0,13,8,2023-10-05
G8753,P8753,1,1,6,2023-10-05
G8754,P8754,48,5,5,2023-03-04
G8755,P8755,16,14,11,2023-08-27
G8756,P8756,25,10,3,2023-03-17
G8757,P8757,7,5,9,2023-03-28
G8758,P8758,36,10,2,2023-08-31
G8759,P8759,50,10,20,2023-12-27
G8760,P8760,31,15,0,2023-02-02
G8761,P8761,10,11,12,2023-02-16
G8762,P8762,35,5,14,2023-03-12
G8763,P8763,8,14,5,2023-03-17
G8764,P8764,14,13,2,2023-10-13
G8765,P8765,1,13,3,2023-06-09
G8766,P8766,0,0,8,2023-12-26
G8767,P8767,14,15,3,2023-12-04
G8768,P8768,21,10,2,2023-09-07
G8769,P8769,29,10,14,2023-09-08
G8770,P8770,17,13,18,2023-02-04
G8771,P8771,17,0,3,2023-02-11
G8772,P8772,4,10,10,2023-11-14
G8773,P8773,42,4,13,2023-11-03
G8774,P8774,11,10,17,2023-04-23
G8775,P8775,15,8,15,2023-09-22
G8776,P8776,42,2,19,2023-10-16
G8777,P8777,19,3,8,2023-11-03
G8778,P8778,27,12,17,2023-06-12
G8779,P8779,11,5,11,2023-07-24
G8780,P8780,24,11,0,2023-11-28
G8781,P8781,15,10,8,2023-11-15
G8782,P8782,14,0,11,2023-06-17
G8783,P8783,30,13,16,2023-03-21
G8784,P8784,9,9,14,2023-08-30
G8785,P8785,28,12,0,2023-08-02
G8786,P8786,33,9,15,2023-01-19
G8787,P8787,26,5,16,2023-05-02
G8788,P8788,11,12,10,2023-06-08
G8789,P8789,9,8,3,2023-03-20
G8790,P8790,13,14,4,2023-11-28
G8791,P8791,36,11,19,2023-06-01
G8792,P8792,39,4,0,2023-10-27
G8793,P8793,30,1,12,2023-07-14
G8794,P8794,17,8,5,2023-04-08
G8795,P8795,10,5,11,2023-10-07
G8796,P8796,18,0,4,2023-02-11
G8797,P8797,34,12,16,2023-08-10
G8798,P8798,48,10,0,2023-02-17
G8799,P8799,50,4,6,2023-08-07
G8800,P8800,44,12,8,2023-05-14
G8801,P8801,5,7,0,2023-11-17
G8802,P8802,40,14,16,2023-12-27
G8803,P8803,44,3,1,2023-01-29
G8804,P8804,30,2,2,2023-10-17
G8805,P8805,38,15,13,2023-12-23
G8806,P8806,30,2,8,2023-09-06
G8807,P8807,34,10,20,2023-08-22
G8808,P8808,28,10,3,2023-06-07
G8809,P8809,0,0,16,2023-06-21
G8810,P8810,38,14,9,2023-07-13
G8811,P8811,13,11,15,2023-07-06
G8812,P8812,12,7,15,2023-07-04
G8813,P8813,16,12,15,2023-01-18
G8814,P8814,45,0,18,2023-09-18
G8815,P8815,7,12,7,2023-12-11
G8816,P8816,19,8,9,2023-07-18
G8817,P8817,31,9,20,2023-10-31
G8818,P8818,28,2,7,2023-08-08
G8819,P8819,43,9,15,2023-06-27
G8820,P8820,34,14,5,2023-10-08
G8821,P8821,9,11,15,2023-11-15
G8822,P8822,16,11,10,2023-11-07
G8823,P8823,19,10,6,2023-05-09
G8824,P8824,33,12,13,2023-12-11
G8825,P8825,37,10,17,2023-10-19
G8826,P8826,41,14,11,2023-03-02
G8827,P8827,29,0,17,2023-03-03
G8828,P8828,12,15,10,2023-02-24
G8829,P8829,22,12,12,2023-08-11
G8830,P8830,33,6,17,2023-10-31
G8831,P8831,14,14,12,2023-10-06
G8832,P8832,5,12,3,2023-08-02
G8833,P8833,46,4,11,2023-05-18
G8834,P8834,43,5,11,2023-08-07
G8835,P8835,29,0,3,2023-06-18
G8836,P8836,3,9,14,2023-11-21
G8837,P8837,15,7,17,2023-09-03
G8838,P8838,26,6,1,2023-11-05
G8839,P8839,2,5,17,2023-01-02
G8840,P8840,9,15,8,2023-06-13
G8841,P8841,25,2,5,2023-09-20
G8842,P8842,24,15,2,2023-10-14
G8843,P8843,19,0,17,2023-06-23
G8844,P8844,42,0,4,2023-01-08
G8845,P8845,24,14,16,2023-03-15
G8846,P8846,44,10,15,2023-10-01
G8847,P8847,27,5,12,2023-08-25
G8848,P8848,10,14,5,2023-09-15
G8849,P8849,19,12,10,2023-11-23
G8850,P8850,16,6,11,2023-04-03
G8851,P8851,1,11,10,2023-05-13
G8852,P8852,15,14,18,2023-03-22
G8853,P8853,6,2,16,2023-02-09
G8854,P8854,36,3,13,2023-09-27
G8855,P8855,22,1,13,2023-10-18
G8856,P8856,9,13,10,2023-07-25
G8857,P8857,12,2,12,2023-10-05
G8858,P8858,10,1,3,2023-10-11
G8859,P8859,1,9,12,2023-04-02
G8860,P8860,37,5,10,2023-01-02
G8861,P8861,17,11,0,2023-07-13
G8862,P8862,32,4,20,2023-01-24
G8863,P8863,0,11,0,2023-04-22
G8864,P8864,27,0,9,2023-12-24
G8865,P8865,12,12,8,2023-09-15
G8866,P8866,11,4,9,2023-09-30
G8867,P8867,49,7,4,2023-12-21
G8868,P8868,11,1,17,2023-07-01
G8869,P8869,8,3,3,2023-07-16
G8870,P8870,25,14,4,2023-02-07
G8871,P8871,10,13,10,2023-08-05
G8872,P8872,35,7,5,2023-12-19
G8873,P8873,11,15,10,2023-02-26
G8874,P8874,7,14,16,2023-04-09
G8875,P8875,6,2,16,2023-06-04
G8876,P8876,13,12,13,2023-11-04
G8877,P8877,22,2,15,2023-10-18
G8878,P8878,40,13,20,2023-12-16
G8879,P8879,5,7,1,2023-06-30
G8880,P8880,41,9,17,2023-09-09
G8881,P8881,20,6,6,2023-03-09
G8882,P8882,4,4,7,2023-01-14
G8883,P8883,19,15,10,2023-06-17
G8884,P8884,6,7,0,2023-01-22
G8885,P8885,2,14,7,2023-10-17
G8886,P8886,35,9,14,2023-05-04
G8887,P8887,38,4,10,2023-11-01
G8888,P8888,39,4,15,2023-02-21
G8889,P8889,31,2,16,2023-11-09
G8890,P8890,0,15,7,2023-03-16
G8891,P8891,50,3,14,2023-03-06
G8892,P8892,26,10,5,2023-12-25
G8893,P8893,47,4,6,2023-12-05
G8894,P8894,11,0,18,2023-03-20
G8895,P8895,10,1,20,2023-10-14
G8896,P8896,19,3,12,2023-12-01
G8897,P8897,36,9,7,2023-06-23
G8898,P8898,11,14,4,2023-10-04
G8899,P8899,31,9,17,2023-07-13
G8900,P8900,47,12,13,2023-01-22
G8901,P8901,25,2,15,2023-03-31
G8902,P8902,19,2,17,2023-01-27
G8903,P8903,39,13,10,2023-10-21
G8904,P8904,14,15,10,2023-09-02
G8905,P8905,30,7,18,2023-12-08
G8906,P8906,10,15,2,2023-10-10
G8907,P8907,41,2,1,2023-01-14
G8908,P8908,29,3,16,2023-12-30
G8909,P8909,0,11,0,2023-11-26
G8910,P8910,47,4,8,2023-02-18
G8911,P8911,43,11,15,2023-10-22
G8912,P8912,48,13,0,2023-01-15
G8913,P8913,27,1,6,2023-06-16
G8914,P8914,31,14,1,2023-05-11
G8915,P8915,46,3,14,2023-06-22
G8916,P8916,40,1,6,2023-07-17
G8917,P8917,28,5,7,2023-11-14
G8918,P8918,22,14,1,2023-10-04
G8919,P8919,47,6,12,2023-08-17
G8920,P8920,33,4,12,2023-11-23
G8921,P8921,2,2,18,2023-01-08
G8922,P8922,9,10,12,2023-05-08
G8923,P8923,17,5,10,2023-06-01
G8924,P8924,22,13,5,2023-04-30
G8925,P8925,8,12,6,2023-04-29
G8926,P8926,18,13,19,2023-02-03
G8927,P8927,47,10,19,2023-02-17
G8928,P8928,7,11,13,2023-12-08
G8929,P8929,37,5,20,2023-09-13
G8930,P8930,7,0,8,2023-07-08
G8931,P8931,23,14,1,2023-01-06
G8932,P8932,49,4,7,2023-02-26
G8933,P8933,4,8,10,2023-04-04
G8934,P8934,46,5,10,2023-03-15
G8935,P8935,21,14,11,2023-04-06
G8936,P8936,45,9,18,2023-09-09
G8937,P8937,17,8,3,2023-06-15
G8938,P8938,32,12,0,2023-03-09
G8939,P8939,4,11,5,2023-08-01
G8940,P8940,41,7,9,2023-03-16
G8941,P8941,9,13,16,2023-05-17
G8942,P8942,45,13,16,2023-03-27
G8943,P8943,16,13,18,2023-04-02
G8944,P8944,17,14,7,2023-11-25
G8945,P8945,43,13,0,2023-08-15
G8946,P8946,6,14,0,2023-02-22
G8947,P8947,46,0,1,2023-04-01
G8948,P8948,14,1,1,2023-08-19
G8949,P8949,20,1,0,2023-05-20
G8950,P8950,2,15,14,2023-07-19
G8951,P8951,46,2,5,2023-03-21
G8952,P8952,27,3,4,2024-01-01
G8953,P8953,37,14,20,2023-04-17
G8954,P8954,48,12,5,2023-04-04
G8955,P8955,48,14,5,2023-10-29
G8956,P8956,35,10,12,2023-08-04
G8957,P8957,21,8,13,2023-05-13
G8958,P8958,38,8,0,2023-11-29
G8959,P8959,12,13,12,2023-12-18
G8960,P8960,17,1,10,2023-08-22
G8961,P8961,17,2,17,2023-01-17
G8962,P8962,50,10,3,2023-10-18
G8963,P8963,50,14,15,2023-12-22
G8964,P8964,49,5,13,2023-12-01
G8965,P8965,20,11,19,2023-05-19
G8966,P8966,22,8,7,2023-06-26
G8967,P8967,18,5,7,2023-02-16
G8968,P8968,1,10,14,2023-11-21
G8969,P8969,42,5,7,2023-01-29
G8970,P8970,40,10,19,2023-02-04
G8971,P8971,35,1,20,2023-04-06
G8972,P8972,19,6,12,2023-05-10
G8973,P8973,45,4,20,2023-08-09
G8974,P8974,11,5,8,2023-05-28
G8975,P8975,20,4,16,2023-06-01
G8976,P8976,6,0,6,2023-11-23
G8977,P8977,28,10,9,2023-07-29
G8978,P8978,3,1,8,2023-11-19
G8979,P8979,48,1,19,2023-05-11
G8980,P8980,35,10,8,2023-04-12
G8981,P8981,45,13,15,2023-03-09
G8982,P8982,2,15,0,2023-01-15
G8983,P8983,30,11,11,2023-01-04
G8984,P8984,34,2,6,2023-01-13
G8985,P8985,36,13,4,2023-08-07
G8986,P8986,24,5,6,2023-04-26
G8987,P8987,27,12,5,2023-02-17
G8988,P8988,45,2,18,2023-08-30
G8989,P8989,13,1,0,2023-08-18
G8990,P8990,42,6,5,2023-09-12
G8991,P8991,12,8,4,2023-09-10
G8992,P8992,20,9,14,2023-05-19
G8993,P8993,22,13,15,2023-12-20
G8994,P8994,12,7,2,2023-09-06
G8995,P8995,1,6,13,2023-01-10
G8996,P8996,22,10,1,2023-11-13
G8997,P8997,33,9,6,2023-08-06
G8998,P8998,14,7,17,2023-02-05
G8999,P8999,18,3,0,2023-03-15
G9000,P9000,24,13,10,2023-05-10
G9001,P9001,50,11,18,2023-11-11
G9002,P9002,43,1,10,2023-08-11
G9003,P9003,50,9,8,2023-07-20
G9004,P9004,49,3,10,2023-10-28
G9005,P9005,41,8,17,2023-12-28
G9006,P9006,16,5,2,2023-01-05
G9007,P9007,20,5,1,2023-09-20
G9008,P9008,6,5,8,2023-12-24
G9009,P9009,0,14,18,2023-02-17
G9010,P9010,19,4,13,2023-06-26
G9011,P9011,47,6,0,2023-05-11
G9012,P9012,32,1,7,2023-03-20
G9013,P9013,0,13,10,2023-08-11
G9014,P9014,32,3,8,2023-04-06
G9015,P9015,8,8,7,2023-01-10
G9016,P9016,17,13,12,2023-02-06
G9017,P9017,39,13,16,2023-02-22
G9018,P9018,36,3,11,2023-07-23
G9019,P9019,48,10,1,2023-04-28
G9020,P9020,49,8,17,2023-02-05
G9021,P9021,7,15,10,2023-08-27
G9022,P9022,11,13,12,2023-11-26
G9023,P9023,22,11,19,2023-05-30
G9024,P9024,50,13,10,2023-01-18
G9025,P9025,39,8,4,2023-03-28
G9026,P9026,26,5,16,2023-04-23
G9027,P9027,34,4,17,2023-03-05
G9028,P9028,0,5,1,2023-04-05
G9029,P9029,20,0,0,2023-03-05
G9030,P9030,22,9,4,2023-05-13
G9031,P9031,47,10,18,2023-01-10
G9032,P9032,33,0,18,2023-10-13
G9033,P9033,8,2,7,2023-04-03
G9034,P9034,21,1,18,2023-04-01
G9035,P9035,5,13,4,2023-10-06
G9036,P9036,5,10,8,2023-01-27
G9037,P9037,49,2,16,2023-07-08
G9038,P9038,38,6,1,2023-04-09
G9039,P9039,19,3,8,2023-02-14
G9040,P9040,46,8,18,2024-01-01
G9041,P9041,6,4,9,2023-10-31
G9042,P9042,21,2,9,2023-10-18
G9043,P9043,46,10,20,2023-09-22
G9044,P9044,21,12,11,2023-06-01
G9045,P9045,17,10,12,2023-10-17
G9046,P9046,5,8,2,2023-06-12
G9047,P9047,33,6,20,2023-09-11
G9048,P9048,33,4,17,2023-10-14
G9049,P9049,15,5,8,2023-02-23
G9050,P9050,32,12,13,2023-01-03
G9051,P9051,23,3,2,2023-03-03
G9052,P9052,27,9,20,2023-11-24
G9053,P9053,14,1,10,2023-11-08
G9054,P9054,30,9,20,2023-03-27
G9055,P9055,33,10,17,2023-01-21
G9056,P9056,9,10,5,2023-06-20
G9057,P9057,29,13,7,2023-04-26
G9058,P9058,23,10,12,2023-01-25
G9059,P9059,36,8,17,2023-04-10
G9060,P9060,17,2,19,2023-08-29
G9061,P9061,34,10,17,2023-10-27
G9062,P9062,40,15,0,2023-12-12
G9063,P9063,9,0,2,2023-06-14
G9064,P9064,49,2,20,2023-08-28
G9065,P9065,23,6,3,2023-09-30
G9066,P9066,29,6,1,2023-11-17
G9067,P9067,28,12,3,2023-03-25
G9068,P9068,0,0,2,2023-08-23
G9069,P9069,24,4,14,2023-08-26
G9070,P9070,46,0,12,2023-04-30
G9071,P9071,27,11,20,2023-08-29
G9072,P9072,6,15,18,2023-06-15
G9073,P9073,3,8,10,2023-12-26
G9074,P9074,14,13,10,2023-10-25
G9075,P9075,11,5,15,2023-07-21
G9076,P9076,36,7,2,2023-07-02
G9077,P9077,22,11,18,2023-05-15
G9078,P9078,3,14,18,2023-02-19
G9079,P9079,12,5,18,2023-04-02
G9080,P9080,25,11,20,2023-08-07
G9081,P9081,13,15,18,2023-06-05
G9082,P9082,49,0,16,2023-09-07
G9083,P9083,22,5,5,2023-10-01
G9084,P9084,49,3,4,2023-03-01
G9085,P9085,22,13,6,2023-01-14
G9086,P9086,13,13,18,2023-07-27
G9087,P9087,16,1,15,2023-06-22
G9088,P9088,22,12,7,2023-06-14
G9089,P9089,20,11,3,2023-08-26
G9090,P9090,43,7,1,2023-06-04
G9091,P9091,6,5,15,2023-12-28
G9092,P9092,33,2,15,2023-10-23
G9093,P9093,48,8,17,2023-03-14
G9094,P9094,35,12,0,2023-08-03
G9095,P9095,24,5,3,2023-02-18
G9096,P9096,3,9,12,2023-04-30
G9097,P9097,39,10,13,2023-02-04
G9098,P9098,17,6,8,2023-05-04
G9099,P9099,13,12,11,2023-01-13
G9100,P9100,49,12,6,2023-05-31
G9101,P9101,33,2,12,2023-12-16
G9102,P9102,6,10,11,2023-03-25
G9103,P9103,19,4,11,2023-10-13
G9104,P9104,49,9,18,2023-07-12
G9105,P9105,25,11,0,2023-06-17
G9106,P9106,5,13,4,2023-07-28
G9107,P9107,46,1,16,2023-07-24
G9108,P9108,29,8,8,2023-01-28
G9109,P9109,40,14,9,2023-07-05
G9110,P9110,40,2,11,2023-10-16
G9111,P9111,21,0,12,2023-03-31
G9112,P9112,6,12,5,2023-03-14
G9113,P9113,4,3,19,2023-09-10
G9114,P9114,11,4,3,2023-07-27
G9115,P9115,8,11,5,2023-03-31
G9116,P9116,39,1,4,2023-02-16
