des,close_approach_date,dist_km,relative_velocity_km_s,is_potentially_hazardous
NEO1314,2025-04-13,280649,5.4,False
NEO1315,2025-07-31,48521,11.2,False
NEO1316,2025-11-14,233453,13.4,False
NEO1317,2025-07-29,184078,12.0,True
NEO1318,2025-02-25,218108,13.7,False
NEO1319,2025-03-27,262434,10.6,False
NEO1320,2025-06-22,190103,4.1,True
NEO1321,2025-12-26,54093,8.7,True
NEO1322,2025-03-26,239435,10.7,False
NEO1323,2025-01-09,243208,7.0,False
NEO1324,2025-09-08,89862,6.1,False
NEO1325,2025-06-11,84153,7.5,True
NEO1326,2025-08-03,254640,14.0,True
NEO1327,2025-01-11,240579,11.8,False
NEO1328,2025-05-28,275464,3.9,True
NEO1329,2025-10-06,114469,10.5,False
NEO1330,2025-07-18,246563,14.7,False
NEO1331,2025-06-19,144362,3.7,False
NEO1332,2025-04-16,260541,13.6,True
NEO1333,2025-08-14,105212,6.8,True
NEO1334,2025-08-20,288005,5.3,False
NEO1335,2025-05-11,278098,12.8,True
NEO1336,2025-12-31,97974,7.8,True
NEO1337,2025-08-30,186992,3.5,False
NEO1338,2025-04-17,276613,3.6,True
NEO1339,2025-04-24,183302,6.0,True
NEO1340,2025-08-21,222425,7.8,False
NEO1341,2025-07-22,178201,12.3,False
NEO1342,2025-05-05,251823,8.9,True
NEO1343,2025-02-16,111504,4.4,True
NEO1344,2025-05-11,104192,14.4,True
NEO1345,2025-09-23,139573,3.4,False
NEO1346,2025-05-27,261667,10.7,False
NEO1347,2025-09-23,31588,14.1,True
NEO1348,2025-05-21,167998,14.4,True
NEO1349,2025-02-14,69431,5.2,True
NEO1350,2025-03-15,78496,9.2,False
NEO1351,2025-02-21,207242,8.7,True
NEO1352,2025-06-18,157844,7.7,False
NEO1353,2025-12-04,147527,12.3,False
NEO1354,2025-01-05,106270,12.6,True
NEO1355,2025-11-29,165108,11.5,True
NEO1356,2025-10-22,298536,8.3,False
NEO1357,2025-11-05,132957,5.9,True
NEO1358,2025-06-24,239951,9.5,False
NEO1359,2025-06-25,72721,7.0,False
NEO1360,2025-06-03,75411,10.9,True
NEO1361,2025-06-19,159239,11.4,True
NEO1362,2025-05-16,167046,8.8,False
NEO1363,2025-03-30,186371,8.1,True
NEO1364,2025-03-30,238864,8.1,True
NEO1365,2025-11-06,70890,12.3,True
NEO1366,2025-12-31,214096,3.9,True
NEO1367,2025-04-07,199330,4.0,False
NEO1368,2025-06-19,297573,4.6,True
NEO1369,2025-06-10,54060,13.6,True
NEO1370,2025-09-19,277716,14.4,False
NEO1371,2025-07-26,158828,4.9,False
NEO1372,2025-10-16,66112,11.0,False
NEO1373,2025-06-10,77032,4.1,True
NEO1374,2025-05-11,200973,13.3,False
NEO1375,2025-12-06,38784,4.1,True
NEO1376,2025-10-29,157706,13.9,True
NEO1377,2025-01-30,43346,10.0,True
NEO1378,2025-08-02,109163,12.6,False
NEO1379,2025-10-06,78531,10.6,True
NEO1380,2025-06-03,193836,7.5,True
NEO1381,2025-02-06,79816,7.8,True
NEO1382,2025-11-27,68625,6.2,False
NEO1383,2025-02-05,146832,7.6,True
NEO1384,2025-01-20,102835,3.7,True
NEO1385,2025-04-17,140270,9.9,True
NEO1386,2025-04-30,84861,6.9,True
NEO1387,2025-02-12,75129,8.9,False
NEO1388,2025-12-08,163375,10.9,False
NEO1389,2025-08-02,47008,6.2,False
NEO1390,2025-05-02,277829,12.3,False
NEO1391,2025-01-29,48706,3.1,False
NEO1392,2025-03-24,151864,8.6,False
NEO1393,2025-12-25,76291,12.1,False
NEO1394,2025-12-23,211073,8.1,False
NEO1395,2025-09-10,157776,3.3,True
NEO1396,2025-12-30,298956,9.5,False
NEO1397,2025-10-15,137533,8.8,True
NEO1398,2025-08-28,66851,14.4,True
NEO1399,2025-01-07,56615,6.2,False
NEO1400,2025-09-01,223934,10.8,False
NEO1401,2025-05-29,108654,12.6,True
NEO1402,2025-05-16,215677,12.2,False
NEO1403,2025-07-22,41684,10.6,False
NEO1404,2025-03-16,194454,7.7,False
NEO1405,2025-06-21,125481,12.3,False
NEO1406,2025-12-23,206318,10.0,True
NEO1407,2025-08-01,75502,10.1,True
NEO1408,2025-03-12,279281,7.9,True
NEO1409,2025-06-13,51693,5.5,True
NEO1410,2025-09-06,269625,5.9,True
NEO1411,2025-05-02,246848,7.2,True
NEO1412,2025-12-10,122510,11.5,False
NEO1413,2025-08-01,176780,10.0,True
NEO1414,2025-08-31,182761,4.6,False
NEO1415,2025-03-22,177488,13.6,True
NEO1416,2025-06-04,232950,4.4,True
NEO1417,2025-05-13,231855,6.1,False
NEO1418,2025-09-17,113373,14.8,True
NEO1419,2025-05-04,199037,9.4,True
NEO1420,2025-04-27,212220,12.7,False
NEO1421,2025-04-05,234815,8.6,False
NEO1422,2025-02-04,256241,10.9,False
NEO1423,2025-10-07,81825,5.4,False
NEO1424,2025-06-03,121500,10.6,False
NEO1425,2025-02-17,152206,8.6,False
NEO1426,2025-11-12,44905,9.1,False
NEO1427,2025-08-18,267421,15.0,True
NEO1428,2025-01-28,253836,10.8,True
NEO1429,2025-08-28,205965,11.6,True
NEO1430,2025-08-15,96394,8.5,False
NEO1431,2025-08-31,129453,7.0,True
NEO1432,2025-12-04,153025,8.6,True
NEO1433,2025-11-24,204397,5.4,True
NEO1434,2025-08-10,240239,10.4,True
NEO1435,2025-04-05,297511,5.1,True
NEO1436,2025-02-23,124798,8.7,False
NEO1437,2025-08-04,52284,9.0,False
NEO1438,2025-06-25,160370,14.4,True
NEO1439,2025-05-19,240150,13.2,True
NEO1440,2025-12-17,63373,7.5,True
NEO1441,2025-06-14,92145,3.3,False
NEO1442,2025-08-15,262677,10.4,True
NEO1443,2025-09-18,142963,3.3,True
NEO1444,2025-12-11,91250,7.4,True
NEO1445,2025-09-01,214789,12.5,False
NEO1446,2025-10-20,161987,13.0,True
NEO1447,2025-01-10,172830,7.5,True
NEO1448,2025-03-14,237974,5.8,True
NEO1449,2025-11-23,114613,8.7,False
NEO1450,2025-11-04,224023,5.8,True
NEO1451,2025-06-29,233119,8.6,True
NEO1452,2025-01-26,101115,5.1,True
NEO1453,2025-01-30,41468,3.7,False
NEO1454,2025-02-20,52025,4.8,True
NEO1455,2025-02-02,143298,9.1,False
NEO1456,2025-08-18,123146,12.2,False
NEO1457,2025-08-31,178347,6.3,True
NEO1458,2025-07-25,62670,3.2,True
NEO1459,2025-09-10,265128,7.6,True
NEO1460,2025-05-31,160593,7.6,True
NEO1461,2025-06-08,196816,5.2,False
NEO1462,2025-06-27,76987,6.3,False
NEO1463,2025-01-16,165712,5.8,True
NEO1464,2025-11-25,184238,14.5,True
NEO1465,2025-05-24,181214,5.7,True
NEO1466,2025-01-08,132898,7.6,False
NEO1467,2025-10-04,275278,13.2,False
NEO1468,2025-05-11,171066,6.1,False
NEO1469,2025-11-30,66686,3.9,False
NEO1470,2025-06-24,40424,4.4,False
NEO1471,2025-06-16,145757,7.9,True
NEO1472,2025-08-01,283162,13.6,True
NEO1473,2025-05-10,111554,4.4,True
NEO1474,2025-03-13,132651,9.7,False
NEO1475,2025-09-14,262282,13.2,False
NEO1476,2025-10-30,195838,10.5,True
NEO1477,2025-01-25,115197,4.5,False
NEO1478,2025-03-24,42248,7.7,True
NEO1479,2025-01-09,286840,4.5,False
NEO1480,2025-04-30,36587,3.7,False
NEO1481,2025-10-05,110639,3.8,False
NEO1482,2025-07-12,173407,7.7,True
NEO1483,2025-02-15,166403,11.5,True
NEO1484,2025-04-21,97808,5.8,True
NEO1485,2025-04-10,34112,6.6,True
NEO1486,2025-02-22,140571,6.2,False
NEO1487,2025-04-22,226405,10.2,False
NEO1488,2025-10-29,42471,13.4,True
NEO1489,2025-02-03,83214,5.8,False
NEO1490,2025-04-18,121961,4.5,True
NEO1491,2025-11-08,166253,13.6,False
NEO1492,2025-04-20,91854,9.1,False
NEO1493,2025-02-26,116429,10.1,True
NEO1494,2025-06-16,244297,5.3,False
NEO1495,2025-01-03,259714,14.6,True
NEO1496,2025-04-04,50754,9.0,False
NEO1497,2025-11-15,71626,3.1,True
NEO1498,2025-11-21,260727,8.7,False
NEO1499,2025-06-08,272466,7.7,False
NEO1500,2025-09-25,189328,4.8,True
NEO1501,2025-09-01,192825,6.4,False
NEO1502,2025-03-05,203301,7.2,True
NEO1503,2025-07-20,152250,9.0,False
NEO1504,2025-02-18,164791,6.6,True
NEO1505,2025-02-03,263496,7.0,False
NEO1506,2025-06-21,179395,9.5,False
NEO1507,2025-04-24,198318,11.1,True
NEO1508,2025-01-13,158442,6.0,False
NEO1509,2025-11-06,147688,7.8,False
NEO1510,2025-12-21,122792,3.8,True
NEO1511,2025-04-28,86106,11.8,False
NEO1512,2025-12-28,260861,3.9,False
NEO1513,2025-05-13,186929,4.2,True
NEO1514,2025-12-29,205883,3.4,False
NEO1515,2025-08-12,54768,8.4,False
NEO1516,2025-06-30,182206,10.2,False
NEO1517,2025-09-18,73742,12.7,False
NEO1518,2025-02-08,39026,5.8,False
NEO1519,2025-01-25,144887,7.2,True
NEO1520,2025-10-03,232306,7.2,False
NEO1521,2025-01-05,265661,10.4,False
NEO1522,2025-09-28,86203,7.4,False
NEO1523,2025-01-10,219964,5.3,False
NEO1524,2025-04-15,289891,12.9,True
NEO1525,2025-04-05,85315,12.4,True
NEO1526,2025-01-06,226820,12.0,False
NEO1527,2025-06-14,284816,6.6,False
NEO1528,2025-06-22,157232,13.1,True
NEO1529,2025-10-16,179216,10.6,True
NEO1530,2025-01-02,201155,12.8,False
NEO1531,2025-05-24,68647,13.4,False
NEO1532,2025-02-15,192579,3.5,True
NEO1533,2025-03-30,48127,5.1,True
NEO1534,2025-03-08,223329,5.4,False
NEO1535,2025-01-06,185944,7.2,False
NEO1536,2025-09-16,235058,12.1,True
NEO1537,2025-03-03,203211,12.4,True
NEO1538,2025-10-21,121979,6.9,True
NEO1539,2025-09-06,267337,7.5,True
NEO1540,2025-01-24,249393,8.2,False
NEO1541,2025-10-16,66506,3.0,True
NEO1542,2025-04-27,231181,3.1,True
NEO1543,2025-04-19,114794,7.0,True
NEO1544,2025-08-12,259434,7.3,True
NEO1545,2025-04-11,231314,10.0,False
NEO1546,2025-05-03,243576,12.9,True
NEO1547,2025-01-02,278383,8.0,False
NEO1548,2025-06-19,260935,3.3,False
NEO1549,2025-11-10,279603,8.7,False
NEO1550,2025-08-22,117882,7.8,True
NEO1551,2025-04-04,270795,10.3,False
NEO1552,2025-10-29,149632,14.9,True
NEO1553,2025-08-10,102587,8.7,True
NEO1554,2025-06-14,264990,13.8,False
NEO1555,2025-10-17,290821,14.6,True
NEO1556,2025-08-26,118822,9.3,True
NEO1557,2025-04-23,260758,10.7,False
NEO1558,2025-10-07,84294,12.4,True
NEO1559,2025-05-21,71293,13.2,False
NEO1560,2025-12-12,277166,14.9,True
NEO1561,2025-09-29,247368,6.8,False
NEO1562,2025-06-07,147190,6.5,False
NEO1563,2025-05-17,281712,13.1,False
NEO1564,2025-11-09,87029,8.9,False
NEO1565,2025-07-15,69535,13.6,False
NEO1566,2025-03-09,178009,4.6,True
NEO1567,2025-04-19,249527,5.6,False
NEO1568,2025-06-20,40801,4.9,True
NEO1569,2025-07-01,210300,8.5,True
NEO1570,2025-08-20,102961,14.2,False
NEO1571,2025-02-03,141570,10.9,False
NEO1572,2025-03-30,127811,5.0,False
NEO1573,2025-10-31,209462,8.4,True
NEO1574,2025-07-21,184269,10.0,True
NEO1575,2025-04-27,247687,10.5,True
NEO1576,2025-01-13,56409,14.8,True
NEO1577,2025-03-27,157327,11.3,True
NEO1578,2025-11-10,192762,9.0,False
NEO1579,2025-07-06,93900,9.4,False
NEO1580,2025-03-16,42307,13.1,False
NEO1581,2025-10-04,32797,7.1,False
NEO1582,2025-08-31,285193,10.1,True
NEO1583,2025-07-26,162389,5.0,False
NEO1584,2025-09-17,32682,8.3,False
NEO1585,2025-08-30,231343,14.4,False
NEO1586,2025-01-03,106667,7.1,True
NEO1587,2025-09-27,65568,9.2,False
NEO1588,2025-02-03,163844,13.6,False
NEO1589,2025-03-29,172727,7.2,False
NEO1590,2025-04-11,236541,8.5,True
NEO1591,2025-05-18,97986,8.6,False
NEO1592,2025-06-16,103433,7.8,False
NEO1593,2025-10-08,249717,10.3,False
NEO1594,2025-07-30,266101,13.5,False
NEO1595,2025-12-23,179491,6.7,True
NEO1596,2025-02-15,254991,13.2,False
NEO1597,2025-07-17,173234,4.6,False
NEO1598,2025-12-05,189365,6.1,False
NEO1599,2025-10-06,126754,15.0,True
NEO1600,2025-07-16,93583,8.0,True
NEO1601,2025-12-20,62372,12.9,False
NEO1602,2025-04-28,160111,10.1,False
NEO1603,2025-05-24,114389,3.9,False
NEO1604,2025-11-11,223448,10.3,True
NEO1605,2025-11-28,286733,8.2,False
NEO1606,2025-04-22,53171,6.8,True
NEO1607,2025-01-31,60672,9.9,True
NEO1608,2025-04-21,188704,5.4,True
NEO1609,2025-08-10,191724,11.5,False
NEO1610,2025-01-21,135295,4.0,True
NEO1611,2025-03-22,238874,9.7,True
NEO1612,2025-12-10,241446,13.6,True
NEO1613,2025-10-09,147823,11.2,True
NEO1614,2025-07-27,261294,8.9,False
NEO1615,2025-12-23,141848,11.1,False
NEO1616,2025-11-24,223077,3.1,True
NEO1617,2025-08-02,147673,12.6,False
NEO1618,2025-12-07,33420,10.0,False
NEO1619,2025-04-22,115069,11.7,True
NEO1620,2025-10-12,58425,12.3,False
NEO1621,2025-01-09,178254,9.7,False
NEO1622,2025-02-03,89804,4.8,False
NEO1623,2025-05-30,295091,14.0,False
NEO1624,2025-06-15,214213,5.1,False
NEO1625,2025-09-30,146621,3.2,False
NEO1626,2025-06-11,103606,7.8,True
NEO1627,2025-07-08,55910,3.9,False
NEO1628,2025-10-12,216353,14.8,False
NEO1629,2025-03-02,116805,8.5,False
NEO1630,2025-08-08,232855,10.4,False
NEO1631,2025-06-05,241152,10.7,True
NEO1632,2025-10-23,98233,3.1,False
NEO1633,2025-09-27,154941,12.7,False
NEO1634,2025-11-27,100222,3.2,True
NEO1635,2025-09-12,251838,8.6,False
NEO1636,2025-01-23,96259,13.7,False
NEO1637,2025-08-20,160305,12.4,False
NEO1638,2025-07-08,283823,8.3,True
NEO1639,2025-03-30,62246,5.5,False
NEO1640,2025-05-26,201474,9.1,True
NEO1641,2025-12-07,232813,12.4,True
NEO1642,2025-05-21,295197,12.8,True
NEO1643,2025-11-23,45553,10.3,True
NEO1644,2025-09-28,68728,6.0,False
NEO1645,2025-01-14,248028,12.5,False
NEO1646,2025-10-11,243176,11.7,True
NEO1647,2025-05-06,227305,3.3,False
NEO1648,2025-11-13,289140,5.1,True
NEO1649,2025-01-19,261468,7.2,True
NEO1650,2025-09-26,51102,10.2,False
NEO1651,2025-09-19,287245,8.0,True
NEO1652,2025-12-15,255455,9.5,True
NEO1653,2025-08-04,293224,8.8,True
NEO1654,2025-01-16,284540,3.2,True
NEO1655,2025-03-06,197533,8.5,False
NEO1656,2025-01-12,99956,14.1,True
NEO1657,2025-07-06,36512,6.6,False
NEO1658,2025-05-29,59710,7.7,True
NEO1659,2025-06-29,168094,9.7,False
NEO1660,2025-03-07,143474,6.0,True
NEO1661,2025-04-14,136864,8.8,False
NEO1662,2025-07-03,116513,4.5,False
NEO1663,2025-08-30,179907,12.4,False
NEO1664,2025-08-14,109605,4.2,True
NEO1665,2025-11-17,158893,3.0,False
NEO1666,2025-04-11,138189,8.6,True
NEO1667,2025-05-12,266076,11.3,False
NEO1668,2025-02-16,222312,8.8,True
NEO1669,2025-12-10,71820,3.4,True
NEO1670,2025-01-21,138407,13.7,False
NEO1671,2025-05-31,188822,6.8,False
NEO1672,2025-06-02,279222,10.0,True
NEO1673,2025-02-27,189437,9.2,False
NEO1674,2025-06-15,244076,14.0,False
NEO1675,2025-11-19,231642,12.9,True
NEO1676,2025-10-26,49035,4.9,True
NEO1677,2025-10-05,281638,14.8,True
NEO1678,2025-08-27,280510,10.4,True
NEO1679,2025-08-21,158709,14.4,True
NEO1680,2025-05-29,269612,5.4,True
NEO1681,2025-01-31,139371,7.2,False
NEO1682,2025-12-06,72740,10.5,False
NEO1683,2025-12-19,192287,7.6,True
NEO1684,2025-09-27,250885,12.8,False
NEO1685,2025-07-01,172224,9.9,True
NEO1686,2025-02-15,251754,3.4,True
NEO1687,2025-06-23,215513,10.7,True
NEO1688,2025-06-30,250087,7.6,True
NEO1689,2025-09-28,134244,12.5,False
NEO1690,2025-01-21,49370,14.3,False
NEO1691,2025-02-26,207386,12.0,True
NEO1692,2025-05-31,88357,8.2,True
NEO1693,2025-05-15,215123,10.1,True
NEO1694,2025-04-25,235664,5.7,True
NEO1695,2025-06-13,225872,7.8,False
NEO1696,2025-08-08,123899,11.7,True
NEO1697,2025-08-31,141820,12.1,True
NEO1698,2025-03-01,277403,6.2,True
NEO1699,2025-02-22,210405,11.7,False
NEO1700,2025-12-20,125509,12.0,True
NEO1701,2025-10-02,196325,12.0,False
NEO1702,2025-11-18,181131,5.6,False
NEO1703,2025-07-16,64914,9.5,True
NEO1704,2025-04-10,78618,14.1,True
NEO1705,2025-03-23,259206,6.8,True
NEO1706,2025-01-14,249495,10.3,False
NEO1707,2025-06-15,136996,14.7,True
NEO1708,2025-10-02,156919,5.6,False
NEO1709,2025-03-17,151771,10.6,False
NEO1710,2025-03-16,158896,7.9,False
NEO1711,2025-11-22,56409,4.1,False
NEO1712,2025-05-03,180730,5.3,True
NEO1713,2025-05-06,35423,10.5,True
NEO1714,2025-02-21,229143,12.2,True
NEO1715,2025-06-20,214407,7.2,True
NEO1716,2025-01-23,228493,6.5,True
NEO1717,2025-02-21,171612,8.9,False
NEO1718,2025-04-07,212926,8.3,True
NEO1719,2025-02-26,31047,3.6,True
NEO1720,2025-06-02,286327,7.0,True
NEO1721,2025-06-12,66302,9.5,True
NEO1722,2025-04-11,237640,7.7,True
NEO1723,2025-01-29,294341,6.2,False
NEO1724,2025-05-11,122200,14.5,True
NEO1725,2025-12-10,245136,4.3,True
NEO1726,2025-08-09,97488,13.1,False
NEO1727,2025-02-24,148681,14.5,True
NEO1728,2025-03-27,102539,5.1,False
NEO1729,2025-08-07,167136,9.3,True
NEO1730,2025-04-15,234502,6.4,True
NEO1731,2025-05-16,290357,4.5,True
NEO1732,2025-08-26,226462,4.2,True
NEO1733,2025-04-09,202607,11.3,True
NEO1734,2025-06-07,87583,6.0,False
NEO1735,2025-06-26,194371,5.6,False
NEO1736,2025-02-27,269748,10.3,False
NEO1737,2025-10-26,224681,8.6,False
NEO1738,2025-02-07,295996,4.1,True
NEO1739,2025-08-27,82187,7.4,False
NEO1740,2025-02-19,207970,11.5,False
NEO1741,2025-05-14,93774,7.1,False
NEO1742,2025-12-24,65189,3.6,False
NEO1743,2025-03-06,267569,12.5,False
NEO1744,2025-08-29,170138,4.0,True
NEO1745,2025-10-25,61363,13.7,True
NEO1746,2025-02-20,190003,9.5,False
NEO1747,2025-04-13,54775,13.8,True
NEO1748,2025-08-05,128469,4.2,True
NEO1749,2025-09-15,297722,13.3,False
NEO1750,2025-06-03,289954,11.2,False
NEO1751,2025-03-24,247009,12.9,False
NEO1752,2025-07-26,126121,5.5,False
NEO1753,2025-02-16,139013,9.7,True
NEO1754,2025-05-20,87205,3.3,True
NEO1755,2025-09-27,238327,4.1,False
NEO1756,2025-03-08,212864,8.7,True
NEO1757,2025-08-01,233563,11.4,True
NEO1758,2025-12-08,207915,13.4,True
NEO1759,2025-09-01,286678,7.0,False
NEO1760,2025-08-23,121952,13.0,True
NEO1761,2025-03-10,62883,8.3,True
NEO1762,2025-09-12,274038,3.4,False
NEO1763,2025-06-04,59915,6.9,False
NEO1764,2025-12-18,236021,12.3,True
NEO1765,2025-07-24,58614,11.4,False
NEO1766,2025-12-26,89494,10.9,True
NEO1767,2025-03-17,110587,5.2,True
NEO1768,2025-10-25,274272,3.6,False
NEO1769,2025-08-27,99417,9.2,True
NEO1770,2025-11-13,36354,10.1,True
NEO1771,2025-08-20,159544,12.9,True
NEO1772,2025-10-06,201966,8.0,False
NEO1773,2025-06-25,44131,11.1,True
NEO1774,2025-06-15,192557,6.5,True
NEO1775,2025-08-22,297164,7.7,True
NEO1776,2025-10-01,234870,14.5,False
NEO1777,2025-04-08,32567,14.7,False
NEO1778,2025-12-20,106211,5.7,True
NEO1779,2025-06-17,52025,9.8,True
NEO1780,2025-12-11,101217,9.1,False
NEO1781,2025-07-09,282415,14.3,False
NEO1782,2025-11-10,252308,3.8,True
NEO1783,2025-01-03,162754,11.3,True
NEO1784,2025-02-01,80764,8.8,True
NEO1785,2025-12-30,283175,3.1,False
NEO1786,2025-12-15,250402,7.6,True
NEO1787,2025-12-08,162258,11.2,True
NEO1788,2025-12-22,257694,4.7,True
NEO1789,2025-07-23,268956,12.0,False
NEO1790,2025-11-24,82553,12.6,False
NEO1791,2025-06-25,34935,12.7,True
NEO1792,2025-12-25,140651,13.1,False
NEO1793,2025-04-08,87142,3.3,False
NEO1794,2025-03-24,46678,7.6,False
NEO1795,2025-02-17,98886,12.9,True
NEO1796,2025-08-04,171176,13.8,False
NEO1797,2025-07-16,110692,10.5,True
NEO1798,2025-01-08,245308,7.4,False
NEO1799,2025-11-25,178539,6.7,True
NEO1800,2025-12-11,116536,13.7,False
NEO1801,2025-06-28,209079,14.5,False
NEO1802,2025-10-28,105070,13.6,False
NEO1803,2025-01-31,182296,3.8,False
NEO1804,2025-12-09,86608,13.0,False
NEO1805,2025-05-22,262840,11.9,False
NEO1806,2025-11-22,43723,9.9,False
NEO1807,2025-11-03,218621,5.2,True
NEO1808,2025-07-30,269863,5.7,True
NEO1809,2025-10-20,113428,9.2,False
NEO1810,2025-06-27,36391,3.3,True
NEO1811,2025-05-09,178877,10.3,True
NEO1812,2025-09-30,156999,3.2,False
NEO1813,2025-09-19,127848,5.3,False
NEO1814,2025-12-27,166747,7.5,True
NEO1815,2025-06-30,64013,6.2,True
NEO1816,2025-08-01,225225,8.3,False
NEO1817,2025-10-15,100831,7.3,True
NEO1818,2025-10-21,222112,8.3,True
NEO1819,2025-03-07,60640,9.9,False
NEO1820,2025-03-01,76561,12.8,True
NEO1821,2025-05-15,275129,6.2,False
NEO1822,2025-06-05,174222,12.7,False
NEO1823,2025-07-18,92440,4.2,False
NEO1824,2025-07-18,248506,10.9,True
NEO1825,2025-12-11,82438,6.6,False
NEO1826,2025-12-10,267818,10.5,True
NEO1827,2025-08-31,144520,5.7,True
NEO1828,2025-04-04,192363,11.1,False
NEO1829,2025-08-29,168642,3.2,True
NEO1830,2025-11-13,126008,12.4,True
NEO1831,2025-04-27,135634,13.3,True
NEO1832,2025-12-27,36249,7.1,False
NEO1833,2025-04-27,265355,4.7,True
NEO1834,2025-10-10,66640,3.9,True
NEO1835,2025-01-19,137942,8.9,False
NEO1836,2025-02-22,121873,6.0,False
NEO1837,2025-10-16,193347,7.4,False
NEO1838,2025-07-22,82400,13.7,True
NEO1839,2025-08-25,211235,11.8,True
NEO1840,2025-07-22,90113,3.3,False
NEO1841,2025-06-18,175207,6.9,True
NEO1842,2025-06-12,293575,6.2,False
NEO1843,2025-07-26,81849,13.9,False
NEO1844,2025-11-27,144788,3.5,False
NEO1845,2025-08-19,293102,14.1,False
NEO1846,2025-06-27,149563,4.5,True
NEO1847,2025-03-10,106013,11.2,False
NEO1848,2025-04-30,51170,6.1,True
NEO1849,2025-11-03,287415,13.2,False
NEO1850,2025-12-07,222174,8.0,True
NEO1851,2025-12-24,104065,9.4,False
NEO1852,2025-08-15,171431,12.4,False
NEO1853,2025-08-09,154720,10.5,True
NEO1854,2025-02-13,282753,9.4,False
NEO1855,2025-09-27,236394,3.5,True
NEO1856,2025-04-19,187980,8.4,True
NEO1857,2025-09-26,244488,9.5,False
NEO1858,2025-08-26,77845,5.5,False
NEO1859,2025-02-15,169305,4.7,False
NEO1860,2025-07-21,182721,14.9,False
NEO1861,2025-07-23,229970,9.8,False
NEO1862,2025-02-19,58668,9.6,True
NEO1863,2025-02-12,56484,7.9,True
NEO1864,2025-05-23,51178,4.3,True
NEO1865,2025-08-08,126889,4.7,False
NEO1866,2025-10-21,61988,14.1,False
NEO1867,2025-02-07,201439,12.6,True
NEO1868,2025-10-13,191793,9.0,False
NEO1869,2025-12-18,46881,7.4,False
NEO1870,2025-03-15,84910,11.7,False
NEO1871,2025-06-04,176857,7.4,False
NEO1872,2025-06-15,253729,11.8,True
NEO1873,2025-01-30,279655,6.0,False
NEO1874,2025-10-18,252134,14.5,True
NEO1875,2025-02-12,153549,8.0,False
NEO1876,2025-04-07,98936,13.4,True
NEO1877,2025-06-05,251669,8.3,True
NEO1878,2025-05-01,236400,5.4,True
NEO1879,2025-06-10,73898,11.8,True
NEO1880,2025-06-26,127151,11.8,True
NEO1881,2025-09-20,80983,3.3,True
NEO1882,2025-03-29,205817,7.7,False
NEO1883,2025-04-16,71468,3.3,True
NEO1884,2025-12-18,165635,14.8,False
NEO1885,2025-05-10,172414,7.1,False
NEO1886,2025-08-22,269152,12.7,True
NEO1887,2025-12-09,215222,14.5,False
NEO1888,2025-08-12,206285,4.7,True
NEO1889,2025-04-05,216000,7.0,True
NEO1890,2025-05-25,212181,10.7,True
NEO1891,2025-12-26,106496,6.8,False
NEO1892,2025-01-14,248027,8.4,False
NEO1893,2025-12-04,147606,5.8,False
NEO1894,2025-03-20,272497,11.4,True
NEO1895,2025-03-27,272046,13.1,False
NEO1896,2025-01-23,56807,5.6,True
NEO1897,2025-06-28,271562,7.1,True
NEO1898,2025-01-30,267338,13.7,False
NEO1899,2025-03-22,136662,5.7,True
NEO1900,2025-08-31,124509,13.5,False
NEO1901,2025-12-28,213338,4.8,True
NEO1902,2025-03-06,66334,11.9,False
NEO1903,2025-12-22,93428,5.4,True
NEO1904,2025-09-09,138537,9.8,False
NEO1905,2025-09-11,200540,6.2,True
NEO1906,2025-12-04,239935,3.9,False
NEO1907,2025-10-20,209177,7.0,True
NEO1908,2025-08-12,160572,8.8,True
NEO1909,2025-07-02,126644,6.8,True
NEO1910,2025-04-10,196069,13.5,True
NEO1911,2025-10-22,286195,12.4,False
NEO1912,2025-06-22,96414,3.9,False
NEO1913,2025-11-19,155232,7.5,False
NEO1914,2025-08-01,177428,10.5,True
NEO1915,2025-09-30,107006,6.6,False
NEO1916,2025-09-08,90319,14.3,True
NEO1917,2025-11-12,84044,5.4,False
NEO1918,2025-07-13,169852,7.6,False
NEO1919,2025-09-29,44443,14.7,False
NEO1920,2025-12-20,240459,6.7,False
NEO1921,2025-11-19,55503,4.0,False
NEO1922,2025-11-13,202683,9.6,True
NEO1923,2025-03-16,72997,4.9,True
NEO1924,2025-06-27,41980,11.8,False
NEO1925,2025-02-01,86570,8.5,True
NEO1926,2025-12-19,30536,6.1,True
NEO1927,2025-03-19,54318,13.2,False
NEO1928,2025-02-25,170320,11.4,True
NEO1929,2025-01-02,252297,11.5,True
NEO1930,2025-05-11,231801,14.5,False
NEO1931,2025-10-07,209252,12.1,True
NEO1932,2025-03-22,196794,7.4,False
NEO1933,2025-09-28,204654,4.7,False
NEO1934,2025-07-07,179427,9.7,True
NEO1935,2025-09-02,79029,11.0,True
NEO1936,2025-02-05,206693,10.6,True
NEO1937,2025-06-21,117125,7.8,True
NEO1938,2025-10-29,182163,6.4,True
NEO1939,2025-09-07,97722,6.8,True
NEO1940,2025-07-15,136277,10.3,True
NEO1941,2025-12-17,202405,13.9,False
NEO1942,2025-09-19,189933,10.0,True
NEO1943,2025-04-03,138833,14.3,True
NEO1944,2025-04-07,293226,14.1,False
NEO1945,2025-09-30,171426,14.6,True
NEO1946,2025-04-12,206208,13.9,True
NEO1947,2025-12-21,32919,12.0,False
